0	0	0	0	0	0
0	0	64	15	11	64
0	0	128	30	23	128
0	0	192	45	34	193
0	0	256	59	45	256
0	0	320	74	56	320
0	0	384	89	68	384
0	0	448	104	79	448
0	0	512	118	90	511
0	0	576	134	102	580
0	0	640	149	113	643
0	0	704	163	124	705
0	0	768	177	135	765
0	0	832	191	146	827
0	0	896	205	157	888
0	0	960	219	167	950
0	0	1023	233	178	1010
0	64	0	19	62	7
0	64	64	24	63	64
0	64	128	34	66	129
0	64	192	48	69	193
0	64	256	61	75	256
0	64	320	76	82	320
0	64	384	90	89	384
0	64	448	105	98	448
0	64	512	119	106	512
0	64	576	135	117	580
0	64	640	150	126	643
0	64	704	163	136	704
0	64	768	177	146	765
0	64	832	192	155	827
0	64	896	206	166	888
0	64	960	220	176	950
0	64	1023	234	186	1009
0	128	0	38	124	15
0	128	64	41	126	65
0	128	128	47	127	129
0	128	192	57	129	193
0	128	256	69	132	256
0	128	320	81	135	320
0	128	384	95	140	384
0	128	448	109	145	448
0	128	512	123	150	511
0	128	576	138	157	580
0	128	640	152	164	643
0	128	704	166	171	704
0	128	768	179	179	764
0	128	832	193	187	828
0	128	896	207	195	888
0	128	960	221	204	950
0	128	1023	235	212	1010
0	192	0	57	186	23
0	192	64	59	189	67
0	192	128	64	190	130
0	192	192	71	191	194
0	192	256	80	193	257
0	192	320	91	195	321
0	192	384	103	198	385
0	192	448	116	202	449
0	192	512	129	206	512
0	192	576	144	211	581
0	192	640	157	215	644
0	192	704	171	220	705
0	192	768	183	226	765
0	192	832	197	232	828
0	192	896	211	238	888
0	192	960	225	245	951
0	192	1023	238	252	1010
0	256	0	76	248	30
0	256	64	78	251	69
0	256	128	81	252	131
0	256	192	87	253	195
0	256	256	94	254	257
0	256	320	104	256	321
0	256	384	114	259	385
0	256	448	125	261	449
0	256	512	137	263	512
0	256	576	151	267	581
0	256	640	164	271	644
0	256	704	176	275	705
0	256	768	189	279	765
0	256	832	202	284	828
0	256	896	216	288	888
0	256	960	229	293	949
0	256	1023	242	299	1010
0	320	0	95	310	37
0	320	64	97	314	73
0	320	128	100	315	133
0	320	192	104	315	196
0	320	256	111	317	258
0	320	320	118	319	322
0	320	384	127	320	385
0	320	448	137	322	449
0	320	512	148	324	512
0	320	576	161	327	581
0	320	640	173	330	644
0	320	704	185	333	705
